               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 118,             0.03807,            0.051638,           0.0087418,             0.64949,             0.54474,             0.57015,             0.27843,            0.045309,            0.079079,            0.014005,            0.006139,            0.006139,            0.006139
                 119,            0.040835,            0.052705,            0.010013,             0.59948,             0.55327,             0.56914,             0.28356,            0.043301,            0.079704,            0.013771,            0.006106,            0.006106,            0.006106
                 120,             0.03761,            0.051965,            0.010004,             0.68963,             0.58766,             0.61779,             0.26687,             0.04483,            0.081966,            0.013661,            0.006073,            0.006073,            0.006073
                 121,            0.039882,            0.051573,           0.0079301,             0.67594,             0.59189,             0.63398,             0.29911,            0.042825,            0.081259,            0.013468,             0.00604,             0.00604,             0.00604
                 122,            0.039374,            0.048886,           0.0087923,             0.69074,             0.56923,             0.62695,             0.29456,            0.043451,            0.081627,            0.013842,            0.006007,            0.006007,            0.006007
                 123,            0.039298,            0.049946,            0.009404,             0.71378,             0.56218,              0.6292,              0.3019,            0.042433,            0.083195,            0.013932,            0.005974,            0.005974,            0.005974
                 124,            0.040092,            0.053588,           0.0090998,             0.63443,             0.53731,             0.59897,             0.29925,             0.04516,            0.083391,            0.013696,            0.005941,            0.005941,            0.005941
                 125,            0.038766,            0.050081,            0.010035,             0.68828,             0.57162,             0.62513,             0.28223,            0.046744,            0.081175,            0.013743,            0.005908,            0.005908,            0.005908
                 126,            0.040194,            0.052673,           0.0089559,             0.63172,             0.53116,             0.58823,             0.28853,            0.044725,            0.080179,            0.013525,            0.005875,            0.005875,            0.005875
                 127,             0.03983,            0.053576,           0.0099039,             0.62005,             0.59131,             0.62249,             0.33787,            0.042201,            0.079494,            0.013354,            0.005842,            0.005842,            0.005842
                 128,            0.035652,            0.052213,           0.0094019,             0.56556,             0.59777,              0.5797,             0.27317,            0.045318,            0.080898,            0.013046,            0.005809,            0.005809,            0.005809
                 129,            0.039347,            0.050348,           0.0094214,             0.61238,             0.58881,             0.58304,             0.29003,            0.042877,            0.081087,            0.013141,            0.005776,            0.005776,            0.005776
                 130,            0.040554,            0.052343,           0.0087768,             0.63448,             0.59287,             0.59915,              0.2786,            0.045246,            0.082031,            0.013024,            0.005743,            0.005743,            0.005743
                 131,            0.038136,            0.051059,           0.0086315,             0.64212,             0.57212,             0.56865,             0.27626,            0.047086,            0.081911,            0.013304,             0.00571,             0.00571,             0.00571
                 132,            0.039224,            0.049319,            0.008442,             0.67874,             0.55167,             0.59056,             0.29399,            0.041813,            0.081261,            0.013525,            0.005677,            0.005677,            0.005677
                 133,            0.036032,            0.049646,           0.0088048,             0.61834,             0.56629,             0.58081,             0.28577,            0.046275,            0.082056,            0.013529,            0.005644,            0.005644,            0.005644
                 134,            0.037468,            0.049317,            0.007772,              0.6389,             0.59764,             0.59641,             0.29848,            0.045132,            0.082176,            0.013295,            0.005611,            0.005611,            0.005611
                 135,            0.038711,            0.048801,           0.0091021,             0.63606,             0.61495,             0.60833,             0.30511,            0.042545,            0.080353,            0.013411,            0.005578,            0.005578,            0.005578
                 136,            0.034792,            0.049836,           0.0081878,             0.65709,             0.59081,             0.60579,             0.30184,            0.044474,            0.080919,            0.013003,            0.005545,            0.005545,            0.005545
                 137,            0.037033,            0.047499,           0.0088694,             0.71627,             0.63546,             0.68872,             0.35277,            0.042297,            0.079535,             0.01305,            0.005512,            0.005512,            0.005512
                 138,            0.037156,            0.051658,           0.0085949,             0.70921,             0.59354,             0.65652,             0.32679,            0.043159,            0.079628,            0.012937,            0.005479,            0.005479,            0.005479
                 139,            0.034504,             0.04712,           0.0084558,              0.6592,             0.65307,             0.61303,             0.31514,            0.043935,            0.081173,            0.013173,            0.005446,            0.005446,            0.005446
                 140,            0.037181,            0.049021,           0.0081803,             0.71411,             0.66728,             0.66493,             0.33512,            0.041844,            0.080967,            0.013094,            0.005413,            0.005413,            0.005413
                 141,             0.03434,             0.04851,           0.0076158,             0.61222,             0.63547,             0.58035,             0.30237,            0.046914,             0.08231,            0.012854,             0.00538,             0.00538,             0.00538
                 142,            0.036396,            0.047372,           0.0081498,             0.63328,             0.59504,             0.59257,             0.32025,            0.045371,            0.084545,             0.01315,            0.005347,            0.005347,            0.005347
                 143,            0.037281,            0.047321,           0.0082347,             0.66652,             0.54184,             0.58616,             0.34582,            0.041712,            0.084236,            0.013288,            0.005314,            0.005314,            0.005314
                 144,            0.033458,            0.048777,           0.0075443,             0.67204,             0.51898,             0.59799,             0.28915,            0.045415,            0.085526,            0.012992,            0.005281,            0.005281,            0.005281
                 145,            0.035958,            0.049128,           0.0079613,             0.66167,             0.57794,             0.59515,              0.3238,            0.043306,            0.084299,             0.01305,            0.005248,            0.005248,            0.005248
                 146,            0.036242,            0.047088,           0.0074069,             0.68089,                0.56,             0.59862,             0.30535,             0.04391,            0.083403,            0.012978,            0.005215,            0.005215,            0.005215
                 147,            0.035666,            0.048157,           0.0076758,             0.53509,             0.55466,             0.59858,             0.30947,            0.043536,            0.083405,            0.012704,            0.005182,            0.005182,            0.005182
                 148,            0.037602,            0.052108,           0.0084009,             0.52266,             0.57531,             0.60918,             0.33697,            0.044077,            0.082346,            0.012492,            0.005149,            0.005149,            0.005149
                 149,            0.036591,             0.04954,           0.0073479,             0.50622,              0.5753,              0.5975,             0.29848,            0.042963,             0.08252,            0.012786,            0.005116,            0.005116,            0.005116
                 150,            0.034706,            0.047421,           0.0081261,             0.54814,             0.62415,             0.61909,             0.28998,            0.042649,            0.080963,            0.012755,            0.005083,            0.005083,            0.005083
                 151,             0.03825,            0.049786,           0.0074003,             0.48188,             0.59813,             0.59933,             0.32256,            0.042246,            0.081083,            0.012575,             0.00505,             0.00505,             0.00505
                 152,             0.03269,            0.049222,           0.0077522,             0.53198,             0.58011,             0.58169,             0.29151,            0.042438,            0.081451,             0.01239,            0.005017,            0.005017,            0.005017
                 153,            0.035522,            0.047089,           0.0071504,             0.55185,             0.60894,             0.61432,             0.29292,            0.041411,            0.081587,            0.012443,            0.004984,            0.004984,            0.004984
                 154,            0.037839,            0.050785,           0.0069627,             0.71867,             0.57262,              0.6176,             0.30675,            0.044133,            0.082937,            0.012414,            0.004951,            0.004951,            0.004951
                 155,            0.033969,            0.047529,           0.0075647,             0.54593,             0.62282,              0.6092,             0.30395,             0.04551,            0.083099,            0.012454,            0.004918,            0.004918,            0.004918
                 156,            0.037399,            0.049824,           0.0079413,             0.57405,             0.61537,             0.61675,             0.31151,            0.040187,            0.082024,            0.012636,            0.004885,            0.004885,            0.004885
                 157,            0.034657,            0.048735,           0.0073332,             0.73605,             0.55743,             0.59846,             0.26888,            0.045908,            0.082569,            0.012949,            0.004852,            0.004852,            0.004852
                 158,            0.035795,            0.048532,           0.0073192,             0.55314,             0.60203,             0.59417,             0.30297,            0.042919,            0.080685,             0.01309,            0.004819,            0.004819,            0.004819
                 159,            0.036277,            0.050713,           0.0070548,             0.58665,               0.613,               0.615,             0.30192,            0.040612,            0.079479,            0.013256,            0.004786,            0.004786,            0.004786
                 160,            0.033614,            0.049239,           0.0080791,             0.54613,             0.66207,             0.62039,             0.30886,            0.041637,            0.079157,              0.0127,            0.004753,            0.004753,            0.004753
                 161,            0.034067,            0.051704,           0.0074805,             0.68248,             0.52032,             0.57316,             0.29029,            0.040831,            0.079168,            0.012604,             0.00472,             0.00472,             0.00472
                 162,            0.033627,            0.046359,           0.0068108,             0.58451,             0.61054,             0.62839,             0.31031,            0.041632,            0.079489,            0.012465,            0.004687,            0.004687,            0.004687
                 163,            0.032436,            0.047235,           0.0075264,             0.50056,             0.58192,             0.56698,             0.30873,            0.041948,            0.079752,            0.012444,            0.004654,            0.004654,            0.004654
                 164,            0.035708,              0.0499,           0.0085359,             0.68176,             0.57716,             0.58705,             0.32816,            0.041479,            0.079962,            0.012307,            0.004621,            0.004621,            0.004621
                 165,            0.034077,            0.052222,           0.0071092,             0.55312,              0.6126,             0.60515,             0.32086,            0.042685,            0.080776,             0.01232,            0.004588,            0.004588,            0.004588
                 166,             0.03412,            0.048328,           0.0066572,             0.68895,             0.56842,             0.58864,             0.29091,            0.043032,            0.080692,            0.012544,            0.004555,            0.004555,            0.004555
                 167,            0.034351,            0.045258,           0.0071785,             0.76995,             0.60842,             0.63158,             0.31612,             0.04102,            0.080036,            0.012855,            0.004522,            0.004522,            0.004522
                 168,            0.031479,            0.045551,           0.0067792,             0.72571,              0.5978,             0.60553,             0.31719,            0.042893,            0.082695,            0.012929,            0.004489,            0.004489,            0.004489
                 169,            0.034463,            0.046976,           0.0070945,             0.73312,             0.63565,             0.61959,             0.31816,            0.041252,            0.082048,            0.013071,            0.004456,            0.004456,            0.004456
                 170,            0.033693,             0.04704,           0.0075275,             0.72101,             0.61852,             0.61469,              0.3268,             0.04102,            0.080971,            0.013181,            0.004423,            0.004423,            0.004423
                 171,             0.03343,            0.046862,           0.0071545,             0.56225,             0.65998,             0.61068,             0.31641,            0.041437,            0.080107,            0.012875,             0.00439,             0.00439,             0.00439
                 172,            0.033852,            0.046787,           0.0067388,             0.50579,             0.60525,             0.57475,             0.31566,            0.042396,            0.080303,            0.012634,            0.004357,            0.004357,            0.004357
                 173,             0.03264,            0.046255,           0.0068877,             0.70744,             0.62185,             0.59416,             0.29439,            0.042854,            0.080431,            0.012562,            0.004324,            0.004324,            0.004324
                 174,            0.033082,            0.048459,           0.0066748,             0.71594,             0.60672,             0.59432,             0.31181,            0.041062,            0.080467,            0.012691,            0.004291,            0.004291,            0.004291
                 175,             0.03525,             0.05045,           0.0071382,               0.727,             0.59844,               0.614,             0.31388,            0.042266,             0.08147,            0.012579,            0.004258,            0.004258,            0.004258
                 176,            0.030924,            0.045135,           0.0068497,             0.76055,             0.59588,             0.60961,             0.30978,            0.041207,            0.082411,            0.012605,            0.004225,            0.004225,            0.004225
                 177,            0.032825,            0.044578,           0.0070138,             0.75351,             0.59545,             0.61886,             0.31309,             0.04119,            0.082026,            0.012485,            0.004192,            0.004192,            0.004192
                 178,            0.032613,            0.047544,           0.0064541,              0.6455,             0.56654,             0.57557,             0.30444,            0.041407,            0.082315,            0.012551,            0.004159,            0.004159,            0.004159
                 179,            0.030695,            0.044891,           0.0062094,             0.49962,             0.59876,             0.56526,             0.29186,            0.042335,            0.081408,            0.012554,            0.004126,            0.004126,            0.004126
                 180,            0.032835,            0.045838,           0.0068085,             0.50143,             0.59026,             0.56749,             0.31383,            0.040541,            0.080954,            0.012576,            0.004093,            0.004093,            0.004093
                 181,            0.031623,            0.044518,           0.0067664,             0.47541,             0.58647,             0.56599,             0.29074,            0.042347,            0.081455,              0.0127,             0.00406,             0.00406,             0.00406
                 182,             0.03253,            0.046054,           0.0062504,             0.53445,             0.63463,             0.59548,             0.30959,             0.04286,            0.081789,            0.012763,            0.004027,            0.004027,            0.004027
                 183,            0.032964,            0.046125,           0.0067862,             0.54071,             0.63502,             0.60225,             0.31759,            0.039898,            0.081627,            0.012889,            0.003994,            0.003994,            0.003994
                 184,            0.030805,            0.044019,           0.0062391,             0.54891,             0.63758,             0.60774,             0.32603,            0.040774,            0.082361,            0.013105,            0.003961,            0.003961,            0.003961
                 185,            0.031992,            0.047082,           0.0062492,             0.47439,             0.63756,             0.56686,             0.31999,            0.041986,            0.081886,            0.012893,            0.003928,            0.003928,            0.003928
                 186,             0.03247,            0.046453,           0.0064936,             0.58983,             0.63031,             0.62321,             0.31733,            0.040859,            0.081957,            0.012758,            0.003895,            0.003895,            0.003895
                 187,            0.031742,            0.043828,           0.0066737,             0.57701,             0.61425,             0.62533,             0.30508,            0.042536,            0.083334,            0.012838,            0.003862,            0.003862,            0.003862
                 188,            0.032944,            0.047969,           0.0063636,             0.70155,             0.61581,              0.6202,             0.33279,            0.042589,            0.082615,            0.012718,            0.003829,            0.003829,            0.003829
                 189,            0.031352,            0.044664,           0.0061928,             0.58055,             0.62333,             0.62565,             0.30496,            0.042276,            0.083204,            0.012726,            0.003796,            0.003796,            0.003796
                 190,            0.031533,            0.045268,           0.0060766,             0.59259,             0.65636,             0.64143,             0.31486,            0.042604,            0.082741,            0.012551,            0.003763,            0.003763,            0.003763
                 191,            0.032118,            0.047629,           0.0061111,             0.51485,             0.62067,             0.59631,             0.33285,             0.04161,            0.083172,            0.012432,             0.00373,             0.00373,             0.00373
                 192,             0.02977,            0.046364,           0.0067994,             0.74767,             0.64125,             0.62775,             0.32682,            0.040818,            0.084404,            0.012139,            0.003697,            0.003697,            0.003697
                 193,            0.032284,            0.049507,           0.0061211,             0.52718,             0.61194,             0.60097,             0.32572,            0.042269,            0.085457,            0.011938,            0.003664,            0.003664,            0.003664
                 194,            0.032547,            0.049138,           0.0057451,             0.51648,             0.60959,              0.5949,             0.30602,            0.041006,            0.086433,            0.012067,            0.003631,            0.003631,            0.003631
                 195,            0.029443,            0.040304,           0.0059673,             0.73907,             0.64636,             0.61226,             0.33697,            0.041541,            0.086159,            0.012284,            0.003598,            0.003598,            0.003598
                 196,            0.031527,            0.042584,             0.00627,             0.53281,             0.60786,             0.56889,             0.31977,            0.041272,            0.086082,            0.012463,            0.003565,            0.003565,            0.003565
                 197,            0.030811,            0.043284,           0.0060451,             0.64732,             0.59989,             0.57781,              0.3207,            0.042816,             0.08741,              0.0126,            0.003532,            0.003532,            0.003532
                 198,            0.031348,            0.042909,            0.006722,             0.50921,             0.60948,             0.55543,             0.31044,              0.0418,            0.086369,            0.012691,            0.003499,            0.003499,            0.003499
                 199,              0.0311,            0.046267,           0.0056634,              0.5216,             0.60236,             0.56488,             0.31488,            0.041546,            0.086254,            0.012705,            0.003466,            0.003466,            0.003466
                 200,             0.02965,            0.047865,           0.0059154,             0.59709,             0.65856,             0.60488,             0.31958,            0.041337,            0.084856,            0.012659,            0.003433,            0.003433,            0.003433
                 201,            0.030359,            0.041043,            0.005726,             0.66075,             0.56229,             0.56255,             0.32855,            0.041057,            0.084557,            0.012699,              0.0034,              0.0034,              0.0034
                 202,            0.030409,            0.047533,           0.0055125,             0.64782,             0.55703,             0.55108,             0.31287,            0.041603,            0.084976,            0.012816,            0.003367,            0.003367,            0.003367
                 203,            0.030155,            0.044599,           0.0065807,             0.65464,             0.55536,             0.55582,             0.29701,             0.04179,             0.08473,            0.012876,            0.003334,            0.003334,            0.003334
                 204,            0.030653,            0.042857,           0.0057327,             0.64741,             0.55671,             0.57393,             0.31344,            0.041809,            0.084831,            0.012772,            0.003301,            0.003301,            0.003301
                 205,            0.029722,            0.044947,           0.0050662,             0.65596,              0.5634,             0.55632,              0.2989,            0.042195,            0.086012,            0.012957,            0.003268,            0.003268,            0.003268
                 206,            0.030208,            0.046637,           0.0062222,             0.64695,             0.55945,             0.56989,             0.30722,            0.042388,            0.085169,            0.012769,            0.003235,            0.003235,            0.003235
                 207,            0.029928,            0.044098,             0.00565,             0.63975,             0.56075,             0.56262,             0.31631,            0.041413,            0.085361,            0.012761,            0.003202,            0.003202,            0.003202
                 208,            0.028819,            0.045013,           0.0063849,             0.50481,             0.56114,             0.56423,             0.30324,            0.041394,            0.085703,            0.012738,            0.003169,            0.003169,            0.003169
                 209,            0.029286,            0.043174,           0.0060968,             0.52199,             0.57302,             0.56127,             0.29422,            0.041318,            0.086069,             0.01281,            0.003136,            0.003136,            0.003136
                 210,            0.030933,            0.045234,           0.0058182,             0.51125,              0.5643,             0.55531,             0.31115,            0.041202,            0.086136,            0.012908,            0.003103,            0.003103,            0.003103
                 211,            0.028478,            0.044249,           0.0049918,             0.52553,             0.56523,             0.55633,             0.32067,            0.041443,            0.087053,            0.012953,             0.00307,             0.00307,             0.00307
                 212,            0.028805,            0.044884,           0.0051639,             0.52006,             0.56236,             0.55704,             0.31651,            0.041903,            0.086866,            0.012755,            0.003037,            0.003037,            0.003037
                 213,            0.030363,             0.04472,           0.0060159,             0.59807,              0.6002,              0.6036,             0.32057,            0.041452,            0.087563,            0.012677,            0.003004,            0.003004,            0.003004
                 214,            0.028977,            0.043706,           0.0059146,             0.49739,             0.55982,             0.55088,             0.31949,            0.041622,            0.086552,            0.012684,            0.002971,            0.002971,            0.002971
                 215,            0.030293,            0.049147,           0.0055536,             0.50911,             0.56098,             0.55839,             0.31191,            0.042343,            0.086763,            0.012487,            0.002938,            0.002938,            0.002938
                 216,            0.027789,            0.044641,           0.0053559,             0.52311,             0.57047,             0.56741,               0.311,            0.041804,            0.086916,             0.01253,            0.002905,            0.002905,            0.002905
                 217,            0.028713,            0.041702,           0.0058535,             0.50023,              0.5583,             0.55397,             0.30423,            0.042166,             0.08691,             0.01256,            0.002872,            0.002872,            0.002872
                 218,            0.029945,            0.044891,           0.0053181,             0.49795,             0.58633,             0.56257,             0.30442,            0.041458,            0.086979,            0.012691,            0.002839,            0.002839,            0.002839
                 219,            0.028226,            0.040786,           0.0060563,             0.58722,             0.62352,              0.6064,             0.31197,            0.041119,            0.086763,            0.013046,            0.002806,            0.002806,            0.002806
                 220,            0.030147,             0.04447,           0.0055959,             0.57709,             0.60808,             0.59843,             0.32363,            0.041963,            0.086634,            0.012907,            0.002773,            0.002773,            0.002773
                 221,            0.028719,            0.040898,           0.0055372,             0.58241,             0.62251,             0.60887,             0.30102,            0.041677,             0.08791,            0.013129,             0.00274,             0.00274,             0.00274
                 222,             0.02878,            0.041297,           0.0052536,              0.4984,             0.56086,             0.55896,             0.30041,            0.041201,            0.086815,            0.013179,            0.002707,            0.002707,            0.002707
                 223,              0.0289,            0.042971,           0.0054266,             0.49904,             0.56098,             0.55264,             0.32093,             0.04256,            0.087229,            0.013047,            0.002674,            0.002674,            0.002674
                 224,            0.027359,            0.042172,           0.0056413,              0.5943,             0.59422,             0.59851,             0.32145,            0.041106,            0.087296,            0.013069,            0.002641,            0.002641,            0.002641
                 225,            0.028989,            0.045158,           0.0057676,             0.50183,             0.56025,             0.55158,             0.32433,            0.042173,            0.087423,            0.012931,            0.002608,            0.002608,            0.002608
                 226,            0.029113,            0.043524,           0.0055388,             0.50075,             0.56472,             0.56677,             0.32117,              0.0409,            0.087593,            0.013167,            0.002575,            0.002575,            0.002575
                 227,            0.027069,            0.043822,           0.0051095,             0.63697,             0.56196,             0.56883,             0.32142,            0.040938,            0.086756,            0.013392,            0.002542,            0.002542,            0.002542
                 228,            0.029534,            0.044419,           0.0061584,             0.63491,             0.55822,             0.55966,             0.32125,            0.041775,            0.086481,            0.013284,            0.002509,            0.002509,            0.002509
                 229,            0.028767,            0.041781,           0.0053084,             0.50131,             0.73011,             0.60719,             0.31113,             0.04072,            0.085794,            0.013263,            0.002476,            0.002476,            0.002476
                 230,            0.028788,            0.045448,            0.005285,             0.74685,             0.59932,             0.61328,             0.30468,            0.040564,               0.086,            0.012922,            0.002443,            0.002443,            0.002443
                 231,             0.02885,            0.044601,             0.00494,             0.51805,             0.56207,             0.55825,             0.30639,            0.041209,             0.08589,            0.012886,             0.00241,             0.00241,             0.00241
                 232,            0.027578,            0.042387,           0.0057091,             0.65068,             0.51919,             0.54816,             0.29203,            0.040469,            0.086109,            0.012988,            0.002377,            0.002377,            0.002377
                 233,            0.028419,            0.042235,           0.0047299,             0.63593,              0.5096,             0.54557,             0.29965,            0.041896,             0.08597,            0.012756,            0.002344,            0.002344,            0.002344
                 234,            0.029759,             0.04378,           0.0053611,             0.46884,             0.59511,             0.54804,             0.29279,            0.040405,            0.086061,             0.01286,            0.002311,            0.002311,            0.002311
                 235,            0.027295,            0.039179,           0.0050749,             0.47068,             0.57965,             0.55523,              0.3006,            0.041236,            0.085613,            0.012915,            0.002278,            0.002278,            0.002278
                 236,            0.028076,            0.041282,           0.0053638,             0.47439,             0.57595,             0.55179,             0.31552,            0.040872,            0.085196,            0.012844,            0.002245,            0.002245,            0.002245
                 237,            0.027716,            0.045026,           0.0052028,             0.50398,             0.55107,             0.55141,             0.30869,            0.041844,            0.085701,            0.012761,            0.002212,            0.002212,            0.002212
